fid,dim,cm_angle.angle_mean,cm_angle.angle_sd,cm_angle.costs_runtime,cm_angle.dist_ctr2best_mean,cm_angle.dist_ctr2best_sd,cm_angle.dist_ctr2worst_mean,cm_angle.dist_ctr2worst_sd,cm_angle.y_ratio_best2worst_mean,cm_angle.y_ratio_best2worst_sd,disp.costs_runtime,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_conv.additional_function_eval,ela_conv.conv_prob,ela_conv.costs_runtime,ela_conv.lin_dev_abs,ela_conv.lin_dev_orig,ela_conv.lin_prob,ela_curv.costs_fun_evals:,ela_curv.costs_runtime,ela_curv.grad_norm.lq,ela_curv.grad_norm.max,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.min,ela_curv.grad_norm.nas,ela_curv.grad_norm.sd,ela_curv.grad_norm.uq,ela_curv.grad_scale.lq,ela_curv.grad_scale.max,ela_curv.grad_scale.mean,ela_curv.grad_scale.med,ela_curv.grad_scale.min,ela_curv.grad_scale.nas,ela_curv.grad_scale.sd,ela_curv.grad_scale.uq,ela_curv.hessian_cond.lq,ela_curv.hessian_cond.max,ela_curv.hessian_cond.mean,ela_curv.hessian_cond.med,ela_curv.hessian_cond.min,ela_curv.hessian_cond.nas,ela_curv.hessian_cond.sd,ela_curv.hessian_cond.uq,ela_distr.costs_runtime,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.costs_runtime,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_local.additional_function_eval,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_local.best2mean_contr.orig,ela_local.best2mean_contr.ratio,ela_local.costs_runtime,ela_local.fun_evals.lq,ela_local.fun_evals.max,ela_local.fun_evals.mean,ela_local.fun_evals.median,ela_local.fun_evals.min,ela_local.fun_evals.sd,ela_local.fun_evals.uq,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_meta.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.costs_runtime,ic.eps_max,ic.eps_ratio,ic.eps_s,ic.h_max,ic.m0,iid,nbc.costs_runtime,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.costs_runtime,pca.expl_var.cor_init,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cov_x,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cov_x
13,2,143.35294805364083,30.348532027637106,0.050864,1.5570966276022058,0.3216952384832744,1.661275266458438,0.2639745106414828,0.3172777658664892,0.0926936104663422,0.00202,-3.1383898697481705,-2.4462725372260223,-1.937071717563246,-1.7669824643992975,-2.9990659745411854,-2.3991692268508245,-2.3570204166657467,-2.1377201738152176,0.400008397330344,0.5323261159089897,0.6315677248865695,0.6640816357974123,0.4109544510567491,0.5344370671297907,0.5454021294985606,0.5876985061847354,1000.0,0.992,0.167412,94.96372359665936,-94.96372359665936,0.008,18200.0,0.262826,2.3134007313461007,260849968228054.9,10026136254975.242,3.0762915899355736,1.8255262338011524,0.0,31758156163117.03,6160311035308.623,2.397314900639396,345286742452148.1,15985470490476.27,3.1650670250954893,1.8711472112679055,0.0,50744660232798.92,4746147784238.939,2.4156506701130773,584303928830862.9,27469582179128.26,2.9180232144291094,1.2900321877570473,0.0,84965537218616.14,6847785605798.198,0.002536,-0.1687747745124226,2.0,0.7137947275229045,0.165243,1.68,2.0816831683168315,2.5654008438818563,0.0998217468805704,0.2706476530005942,0.1806298276886512,0.05941770647653,0.1200237670825906,0.1004159239453357,22008.0,0.0222222222222222,0.012234706616729,0.0111111111111111,0.995515995050367,0.090621528948323,0.963225,195.0,390.0,219.18,210.0,120.0,49.237494951417965,246.0,90.0,0.9,0.009079,0.4963615232954476,97.03365430201409,3.7298094302678,35.37904465085227,805.818173066991,0.7057935324818241,0.7154925353217142,3.704629190961559,0.9809286865366342,0.147818,92.67593301146884,2.1871871871871877,2.4474474474474475,0.7765078110290772,0.4387755102040816,3.0,0.016244,0.3588790911531289,-0.2527159760223574,0.5473772781852426,0.680908059153119,0.545646533170919,0.006942,0.6666666666666666,1.0,0.3333333333333333,1.0,0.5507965449347574,0.5400130870184435,0.999940790800158,0.5400208392978223
13,3,115.06385110118823,31.00418114476093,0.096135,1.6864431884137383,0.4375695448979891,1.758115595748735,0.4233510789094628,0.1941212252786913,0.090307388894322,0.002561,-4.195963004374628,-3.805189582099598,-2.774650767798343,-1.8779525143967264,-4.208029838958531,-4.036513117735453,-2.816844524074,-2.0416358083103763,0.369450850480966,0.4278587430249319,0.5824673912802817,0.7164178491026433,0.3685943306977042,0.3936351778724518,0.5772105612295315,0.6915596311368235,1000.0,0.995,0.167409,89.47563098810218,-89.47563098810218,0.005,54300.0,0.499953,3.732612514956599,9699384159320.57,183376980384.4487,9.575684916583358,1.3453405565825152,0.0,995710238875.9994,78218388894.42232,3.604641781708136,8494259180619.336,151133832985.08585,10.045640564489704,1.3010816914702537,0.0,715857986164.2522,74165291582.91983,2.740545828887273,9381988244507.545,199949558927.04535,7.774991162193259,1.3193716054402072,0.0,1075348056123.256,63041654404.52641,0.003043,-0.4492528511902214,1.0,0.194669162476145,0.1906,2.25,1.888888888888889,1.217391304347826,0.1066666666666666,0.14,0.1866666666666666,0.0533333333333333,0.1,0.14,49071.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.9997618482033565,0.0655286459593594,1.763819,272.0,688.0,326.24,324.0,216.0,90.83309767430384,383.0,135.0,0.9,0.008916,0.7250392621304091,119.33531860064664,5.407702946654441,41.87701392915052,1233.728952462477,0.8472574416465056,0.8797894009605816,5.082014799728367,0.9913761751217516,0.182258,65.60427893426372,2.0470470470470468,2.4074074074074074,0.7975356239536388,0.4189189189189189,3.0,0.0155,0.2589752882461822,-0.3432165824427416,0.5888334446027399,0.790977932881985,0.7690514070474772,0.007068,0.75,1.0,0.25,1.0,0.4385885312525587,0.3652751347880559,0.9999240945793229,0.3652033675177746
13,5,129.20839957741453,30.67635658619902,0.0734995,1.621769908007972,0.3796323916906318,1.7096954311035866,0.3436627947754728,0.25569949557259025,0.0915004996803321,0.003933,-4.707732524536116,-3.635080530687791,-2.908030354503942,-1.894446063629993,-4.975765069855467,-3.856776436010288,-3.181477973855925,-2.0340715873209936,0.4656611604106617,0.5871748608287453,0.669743757895461,0.7849270746822432,0.4380462277657935,0.5644268672084429,0.6406931148404101,0.7702778607182568,1000.0,0.994,0.171981,165.43010936320567,-165.43010936320567,0.006,225500.0,1.389265,5.603526801058006,10940192485662.717,204271817396.5506,19.72718716889845,1.7869046650579736,0.0,791981924578.6155,122015128653.40466,7.683073565548669,140907255890159.22,1015117877179.3549,19.39566546393372,1.4816955989874403,0.0,9802143720390.64,114985426886.84984,5.644974299695558,12485156938959.035,182354835714.60983,17.206787496428294,1.7897018110145435,0.0,917573295141.4812,119470476889.47998,0.159609,-0.3946073167126567,1.0,0.2534999033045964,0.226945,1.5564409030544488,1.5607074569789676,1.3322270162628609,0.0959552495697074,0.1561005928475808,0.1320520175941862,0.0561292790208452,0.1000191241155096,0.1041786192388602,150411.0,0.0088888888888888,0.0049206349206349,0.0044444444444444,0.9927613812388691,0.1960362616063466,4.157651,522.0,1206.0,600.744,546.0,432.0,144.07385455475625,624.0,225.0,0.9,0.013769,0.7777698068641886,119.83029192825606,9.009974941967991,16.018870280105943,1614.629595554125,0.8692047760498218,0.8974809991726937,2.315003315287556,0.99202389887265,0.249542,46.41588833612782,1.866866866866867,2.4074074074074074,0.8132149316731957,0.4959677419354839,3.0,0.024009,0.2070660490681615,-0.4076379771140666,0.5681152195346988,0.8488223131785825,0.8201672364978587,0.007344,0.8333333333333334,1.0,0.1666666666666666,1.0,0.3112180571642605,0.2290758517397253,0.9998775676257964,0.2291355549831305
13,10,129.20839957741453,30.67635658619902,0.0734995,1.621769908007972,0.3796323916906318,1.7096954311035866,0.3436627947754728,0.25569949557259025,0.0915004996803321,0.011497,-3.698194492281458,-2.859148778463517,-2.6182764412760573,-1.5854533628239125,-3.651694682944681,-2.938322975558369,-2.707946614363322,-1.6409666964160898,0.7085181349423609,0.7746494890511588,0.7936928436515283,0.875074163426414,0.7131550343106884,0.7690599300082258,0.787338868901017,0.8711311988557593,1000.0,0.999,0.168112,250.19959829563837,-250.19959829563837,0.001,1651000.0,7.698736,15.790045149545069,18758908788378.48,260593160081.0222,49.08239457220809,2.996027992373496,0.0,1207785905337.9844,154729264896.67642,16.010285960250847,68076040621222.9,412717646088.0966,57.95248524544068,3.060675924262355,0.0,3325925222142.8413,146471153678.83276,16.074378979466672,50937821542325.41,382763780323.15424,46.99785881012817,3.4245459870209607,0.0,2852985798301.6104,160522611417.25775,0.191894,0.0611546892565293,1.0,0.1792264014782686,0.234744,1.3246638358103326,1.5004422430567836,1.3374324324324325,0.0939686891277685,0.2039775869946853,0.2380059158790851,0.0759805689825168,0.1260010100281365,0.1621095159079431,642487.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.9923478231094214,0.1565285910944447,12.703047,1196.25,2222.0,1284.074,1248.5,1045.0,155.9960288662634,1342.0,450.0,0.9,0.388536,0.5392395676177606,70.73230470613849,19.581342310826397,4.925004169359497,2400.556787456062,0.7631167051871606,0.7670718458049552,2.603326553728516,0.9918998363165497,0.420197,30.653952950565294,1.6866866866866868,2.247247247247247,0.860168351606452,0.5542168674698795,3.0,0.060169,0.1132253005311619,-0.5148187808833049,0.6789304561743112,0.92660603263206,0.9188891828455792,0.008078,0.8181818181818182,0.9,0.0909090909090909,0.9,0.1666299342172799,0.1193041798521846,0.9996132313173616,0.1193026527274631
14,2,133.78893552608963,31.40971429965002,0.049861,1.610186728794049,0.3653301323241127,1.6132462300983526,0.3527473989402235,0.2641645486969703,0.2601032602649528,0.00202,-4.800590803694349,-4.130416224888277,-3.621920438016303,-2.381733080676367,-4.703128280995966,-4.228162038463584,-3.5311561222113843,-2.582256798144776,0.0868148525089051,0.2142978012994661,0.3125612043675083,0.5477285686801432,0.0884547740720817,0.1879323636405236,0.3156026557442121,0.5033259258069431,1000.0,0.99,0.167262,15.278915229030424,-15.278915229030424,0.01,18200.0,0.264348,3.565504308887112,61160.68174677395,1041.302123928106,3.589826154975144,1.1495383891137247,0.0,6156.241623889044,234.58566489369505,3.5838767603141832,42326.23872826869,1299.103508353721,3.651798398526555,1.1022085294799595,0.0,4412.4693097189775,182.56281303958008,3.553673133500121,54073.26092823836,1408.133471176645,3.5887570494762127,1.2069935094333468,0.0,6207.505173569108,324.8503586526156,0.002752,2.768446402197556,2.0,1.8278048669482985,0.215834,1.663366336633663,2.25,2.358811040339703,0.0998217468805704,0.2700534759358288,0.3300653594771242,0.0600118835412953,0.1105169340463458,0.1004159239453357,12978.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,1.000000098415864,0.037326391677075,0.600218,99.0,204.0,128.88,132.0,63.0,35.48545156437033,150.75,90.0,0.9,0.008683,0.3400870438927493,10.677662397077963,2.645268454191632,6.689547119036609,36.563665699797525,0.6370051288898166,0.8730487529647134,19.096642028800836,0.9842038656682396,0.140325,0.880937190447399,0.8658658658658656,2.0070070070070067,0.6487801863421804,0.4081632653061224,3.0,0.014724,0.324842893347446,-0.2229857813266197,0.585667462659489,0.7206191582193187,0.7035089497576948,0.006977,1.0,1.0,0.3333333333333333,1.0,0.5375385207120512,0.5209621890134772,0.9961702107979163,0.5209628874896728
14,3,118.94827963716284,30.573526288465185,0.096569,1.666594226543855,0.4806076915836498,1.759150106266186,0.436888692192291,0.1626495482849005,0.1902758082930368,0.002514,-4.747016346529,-3.830340159998246,-3.364032716063531,-1.96964669224868,-4.663550497739408,-4.048102596979097,-3.510300368474965,-2.2244089448876183,0.2846710374803996,0.4240662793967706,0.4941604122192045,0.7038300887731129,0.2949714833669345,0.3928713837138209,0.4714195617798782,0.6660273035584773,1000.0,0.994,0.169632,18.29217675813078,-18.29217675813078,0.006,54300.0,0.506234,4.618973743805473,724770.564523643,5871.606570406401,5.122010741017778,1.6790186302000418,0.0,59247.35831958152,182.30391237175743,4.422251043715761,1912595.4411685255,21948.73201138652,4.832297833652003,1.34999954645283,0.0,178196.7372475414,134.24276722378806,4.604297763153275,433335.389874434,3873.07979645614,5.53582231903516,1.2491308448397025,0.0,35553.78917602285,230.4748900733621,0.002814,5.738371556636869,2.0,2.318829670686122,0.229403,1.666666666666667,1.857142857142857,1.9615384615384617,0.1066666666666666,0.26,0.3333333333333333,0.0666666666666666,0.1333333333333333,0.1333333333333333,26735.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,1.0000000100450896,0.0505590014631515,0.984936,136.0,292.0,177.33333333333334,172.0,80.0,48.80529549146228,216.0,135.0,0.9,0.008961,0.2509355725435164,7.149637521256638,3.46940825954946,1.6465513976245238,14.303601215897917,0.6877815751666866,0.6627810743224019,7.583318019466689,0.9621505103196272,0.173842,3.511927530450728,0.9059059059059056,1.9869869869869872,0.6910948057786918,0.4324324324324324,3.0,0.01534,0.2454457602244122,-0.2426165399937621,0.5967416416468639,0.8112370556882773,0.8016044567854193,0.007007,1.0,1.0,0.25,1.0,0.379382964607363,0.3840439457160356,0.9955218474448548,0.3840327268757494
14,5,126.36860758162624,30.991620294057604,0.073215,1.638390477668952,0.42296891195388125,1.6861981681822693,0.3948180455662572,0.2134070484909354,0.2251895342789948,0.004008,-4.77233491661092,-3.494969643924243,-2.7527494399505885,-1.6122411932862937,-5.321050008335909,-3.703847170182213,-2.823033731185509,-1.7202001694529807,0.4584637219395981,0.6034155748044999,0.6876374716879508,0.8170542774162615,0.4021852886599321,0.583059089131586,0.6816638823963427,0.8063576080293718,1000.0,0.994,0.169195,24.418722283677077,-24.418722283677077,0.006,225500.0,1.421044,11.042395876157126,8138893.521680928,93597.97838701138,20.131903882060133,1.7189389666643962,0.0,748335.6904497222,424.5342813882567,11.891193276795695,194857897.70756865,808744.3069083488,19.40188044344496,1.8523915067826864,0.0,12328140.146386333,489.5654801022422,10.748353960001223,189706778.97310337,876592.9015225949,23.786063256131182,2.048699359289806,0.0,11997698.21879708,467.8497965756519,0.100786,9.794453442423896,3.0,2.841307827003679,0.228103,1.2513464991023342,1.4997284084736553,1.3241935483870968,0.0999713138267355,0.1759896729776247,0.1962612354178619,0.0798909925415949,0.1120673168865939,0.148211895199847,70665.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,1.000000095522276,0.0737906824659722,2.084085,234.0,504.0,281.76,264.0,156.0,74.7502830715517,318.0,225.0,0.9,0.046452,0.4243242003194193,20.31999557542732,8.947873173156209,0.9003388777006323,100.79007669285728,0.7611539628432373,0.7013455879924131,15.856550141227604,0.9808643570855112,0.23844,2.920555512182745,0.8858858858858855,1.9869869869869872,0.7442476300676149,0.532258064516129,3.0,0.022185,0.1888847396697105,-0.3238547074061717,0.6168687277247503,0.8663971641685105,0.8633953534739693,0.007542,0.8333333333333334,1.0,0.1666666666666666,1.0,0.2814525021582042,0.2315935065123524,0.997428439107762,0.2315921852051434
14,10,126.36860758162624,30.991620294057604,0.073215,1.638390477668952,0.42296891195388125,1.6861981681822693,0.3948180455662572,0.2134070484909354,0.2251895342789948,0.010798,-3.476798890308837,-2.3463527990985664,-2.0540242832833258,-1.1375961222158573,-3.806467625635392,-2.275564630616397,-2.190581239352305,-1.1915050975431658,0.7260113599154517,0.8150960027122868,0.8381264829356998,0.9103483406693544,0.7009242426887569,0.8208778262907,0.827885113563331,0.9063038447372882,1000.0,0.998,0.169989,44.76178011084762,-44.76178011084762,0.002,1651000.0,8.033836,20.6476817993728,319889628099.9141,671179365.8428826,92.67935070796727,3.857406222191849,0.0,14321482043.385729,2452.971589480061,22.622935463028966,18325288481.1832,75523188.18979019,73.26359778577928,3.9642140927634935,0.0,1146166314.679943,2244.0199440284737,15.914595027956574,1241809057.9146638,5465908.124572192,66.35423564372043,3.487321203319683,0.0,69726661.17926115,3114.6907317254386,0.192647,6.089867197279778,3.0,2.0992113200954385,0.236004,1.1336183858898987,1.2044615050336789,1.4025713984613764,0.0919726811437366,0.1619772503186398,0.1640333790250824,0.0859846571916408,0.1340211143977106,0.1420171704783205,368774.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,1.0000002529975485,0.1750939637422718,7.626421,638.0,1353.0,736.648,726.0,407.0,141.81358991496245,814.0,450.0,0.9,0.462276,0.5719950046691744,28.20266448963718,49.18670814579151,0.6228745293687822,180.9582217837192,0.8308610251595845,0.6648352876175668,9.649838010911084,0.9459640393649462,0.403254,4.032789982193705,1.1061061061061055,1.9469469469469471,0.7985594192192035,0.5542168674698795,3.0,0.059603,0.1173561164640977,-0.3354694409550541,0.6606117248206878,0.920369567439664,0.8816192011834679,0.008066,0.8181818181818182,0.9,0.0909090909090909,0.9,0.1621998249476415,0.120778879683316,0.997776961952388,0.1207732872537155
15,2,138.52908461390768,33.790570019084235,0.050205,1.5883120164702704,0.40581319715708,1.6034994816289891,0.2634281097135807,0.2222085215921001,0.2785550244819517,0.002038,-3.442347448184583,-2.731866530497054,-2.97399771777571,-1.956070447457236,-3.309861826048056,-2.734213023089365,-3.096009744956496,-2.114705708954024,0.3431422771357514,0.4796935457735993,0.432511273743778,0.6276549599899309,0.3520420705021525,0.4685291263089665,0.3939070059482163,0.5885585546405847,1000.0,0.87,0.168027,137.7012190457437,-135.9145979390781,0.01,18200.0,0.27437,1.839839914837755,300.9114049438393,14.391884381040368,2.6859173023901537,1.022959910370851,0.0,36.56781408711059,7.482578605653342,1.828527755633894,162.7034929751196,11.203143045977177,2.682591556992902,1.0147028032763568,0.0,25.04879743839208,8.003270786822767,1.83970715292861,290.7768902983724,11.32652402254566,3.157249176669545,1.0378669251555812,0.0,32.42801364649872,7.9905238666011,0.00417,7.116036997806937,2.0,2.731626162286027,0.216086,1.4237288135593218,1.6686507936507933,1.2444444444444442,0.0998217468805704,0.2204396910279263,0.0998217468805704,0.0701128936423054,0.1102198455139631,0.0799168152109328,5187.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.5117683631719897,0.1338361775019328,0.263792,36.0,126.0,50.97,48.0,27.0,20.0882371732134,60.0,90.0,0.9,0.00883,0.5177958647621176,115.6567876852107,1.2881078416628091,100.9029399281188,449.2332061278327,0.734747769308864,0.7071296424917045,1.8944989948595368,0.9841761599763744,0.145588,23.246970599856454,1.566566566566567,3.1881881881881884,0.7378544036677325,0.4693877551020408,3.0,0.019827,0.3379495845105252,-0.1731418580004993,0.4199948691897324,0.7056613028255537,0.5770970941611173,0.006995,0.6666666666666666,1.0,0.3333333333333333,1.0,0.577116992332669,0.5404596221933258,0.9999721617993512,0.5404601183533991
15,3,108.58328609629136,32.857316851252286,0.096424,1.680725318847924,0.460495798904831,1.752198511892392,0.355001461556059,0.1365488363475698,0.165232870887233,0.002516,-3.683264310091829,-3.4534766416283893,-3.152012800762166,-2.0098227501569905,-3.9623184424272457,-3.5728556064790102,-3.4158355906047437,-2.2624404906066564,0.4446055975429616,0.4811151301958697,0.5267062068874837,0.6975354932951922,0.4136725032369159,0.4576190182055275,0.4851500275673099,0.6652134126251006,1000.0,0.902,0.169015,128.59374181230288,-126.7940213218129,0.006,54300.0,0.543637,3.159731358619481,1686.2913899235064,28.681675574446917,6.408170754350491,1.2536187764066706,0.0,139.10066022153154,16.610703891799368,2.984571345567842,667.5487800155963,27.433048045279065,5.6897401808163695,1.271150574839766,0.0,84.44320769865381,18.25349196063855,2.8484352857328616,631.9742486506972,20.020118375214988,5.4896807676661865,1.1557962024383963,0.0,59.07464801267842,15.13316049940642,0.002813,4.402278112723413,3.0,2.252715707256366,0.22966,1.5,1.375,1.25,0.1066666666666666,0.1466666666666666,0.0933333333333333,0.04,0.0933333333333333,0.0733333333333333,13071.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.4139665046892752,0.0936024705031679,0.533908,68.0,224.0,86.24,80.0,36.0,29.720078103961857,103.0,135.0,0.9,0.008988,0.6218446213006965,211.9356456297067,2.303235822252644,64.24769555421223,1040.42745833262,0.8171867740171163,0.753759240306463,2.7816237414923237,0.9864728820761196,0.183343,18.04561160805875,1.7267267267267268,2.947947947947948,0.7316369194839953,0.4594594594594595,3.0,0.016815,0.2563487960853488,-0.2262074870801947,0.5778271091547889,0.793497192927628,0.7435147403046111,0.007041,0.75,1.0,0.25,1.0,0.4512578977114334,0.3638091107042394,0.9999768898422304,0.3639669886658661
15,5,123.55618535509953,33.32394343516826,0.0733145,1.6345186676590973,0.4331544980309555,1.6778489967606904,0.30921478563481986,0.17937867896983495,0.22189394768459236,0.003781,-4.552934493299762,-3.415509277944629,-2.9748115499834515,-2.038290234709601,-4.670444950834144,-3.4338672781957182,-3.0733458716083737,-2.1356614441682185,0.4834221824063431,0.6125466727513816,0.6622633578382301,0.7687347528021147,0.4743386170823801,0.6129148429824239,0.6530959548317622,0.7592560287051607,1000.0,0.929,0.170301,102.7676097217799,-101.85375986354649,0.003,225500.0,1.617095,6.163949864328975,2015.9596455279825,54.47782960291082,11.240706412619891,1.472855504946608,0.0,172.6670594657796,26.73184968925359,5.909837582584519,3442.4725770381324,55.11256522659439,12.337617721355269,1.7959781362500145,0.0,293.24555224786974,31.485950657708003,6.922628694829334,1442.6932907995645,47.490865311806125,13.662900127208214,1.7255563081336749,0.0,159.43672449766595,29.834704905903266,0.017773,8.309428056411553,3.0,2.213688424023025,0.226849,1.238610478359909,1.610965296004666,1.4382644146767618,0.1039395677949894,0.2120386307133295,0.2361350162554981,0.0719066743163128,0.1079078217632434,0.1641805316504111,41823.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.1701673672081654,0.1563308941675067,1.308625,132.0,462.0,166.392,156.0,78.0,54.89755277974438,186.0,225.0,0.9,0.150614,0.4107576694343591,36.477822845592655,6.008213439996782,8.545183351922546,449.6088209321643,0.6429127257735281,0.6868108906740947,7.21090576184893,0.9481286675273154,0.246133,17.629753752872038,1.5265265265265269,2.5275275275275275,0.7973564123720891,0.5282258064516129,3.0,0.024155,0.1929792057514076,-0.3547326049314628,0.6025446493725549,0.8631049263255962,0.8468546769249692,0.007417,0.8333333333333334,1.0,0.1666666666666666,1.0,0.2793307750182593,0.2225786127002641,0.9993282323337476,0.2225173070917615
15,10,123.55618535509953,33.32394343516826,0.0733145,1.6345186676590973,0.4331544980309555,1.6778489967606904,0.30921478563481986,0.17937867896983495,0.22189394768459236,0.011337,-4.412777878183487,-3.074232266596468,-2.515737302934306,-1.5945117059247664,-4.60335711266157,-3.1419565394748936,-2.577993019344646,-1.6094620562031174,0.6522451581098253,0.7577310289989007,0.8018165053691232,0.8743883545625261,0.6382422757567754,0.7530873622067571,0.7977047379754305,0.873705418930506,1000.0,0.976,0.173725,265.852396512865,-265.59354772389327,0.001,1651000.0,10.525183,13.69327526383972,6834.270513618089,143.0118513396207,31.67750891630673,3.328241957729564,0.0,458.52593144185965,79.82692216171024,15.786603418797249,11918.25368169529,168.398778134613,33.4868024719313,3.3274614470647,0.0,885.6527753005217,85.23686925656366,14.806488980048488,6341.403878840496,141.54633906808522,32.84443434432323,3.231720582913935,0.0,494.0620015732799,87.56867357540587,0.19412,15.892986649870444,3.0,2.745241118566322,0.239819,1.124868519909842,1.1827444656208763,1.0977487717239862,0.0899886973041868,0.1699492581102854,0.1800014428973378,0.0879926893201548,0.1419330014669456,0.1639732583026717,213399.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.2756152673803854,0.2255249286501031,4.872518,341.0,1034.0,425.898,407.0,220.0,118.92669411509888,484.0,450.0,0.9,0.310046,0.4208594478775569,81.65438889839513,23.558058207644784,7.4701556388951875,1360.0450870817388,0.6331907082213901,0.5990522384954757,4.49950494115394,0.8768981908365167,0.423544,20.244465099768014,1.646646646646647,2.5675675675675675,0.8219301225759137,0.5461847389558233,3.0,0.059703,0.1128292719293921,-0.3693462717709633,0.6859691676480723,0.9223989951827988,0.9194530433155432,0.008014,0.9090909090909092,0.9,0.0909090909090909,0.9,0.1541753210245024,0.1220012248244344,0.9997711130507616,0.1220047266976252
16,2,103.62541856391948,39.773569241115744,0.050148,1.265555778378283,0.5386851704688049,1.3038973355074404,0.4105956625337499,0.6008394351413683,0.2264997600255615,0.001992,-1.7293591657826202,-0.2105974205273435,-0.5983413219512865,-0.3723714173248575,-1.6179894032141666,0.0292401532484269,-0.2334109182171495,-0.3135772863170523,0.6710889415394944,0.9598572215304396,0.8861497798625718,0.9291461346352032,0.6856113472647513,1.0057144921758503,0.9551243095236204,0.9386762116242948,1000.0,0.535,0.16852,61.84198510388286,-1.0878773206746224,0.009,18200.0,0.283228,1.5593110380236908,244.7656949575964,14.37978425046445,2.4987945137158376,1.0111345051714542,0.0,42.08600846660459,6.718021318294564,1.602134637355507,697.7384659616997,19.010876878708636,2.4454504969749085,1.0269772380088913,0.0,73.18264555978034,6.821700314269964,1.501142318670205,454.92288238674746,14.098856075536087,3.150585498831209,1.0040221580680335,0.0,48.96496589090485,7.560942158276645,0.013881,1.4159541659262525,1.0,1.333094821398262,0.208516,1.0,1.0,1.0683229813664596,0.0998217468805704,0.2498514557338086,0.4696969696969697,0.0998217468805704,0.2498514557338086,0.5,12627.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,1.0559740047796926,0.1747547528753597,0.588772,89.25,321.0,125.37,118.5,6.0,60.86392423042793,153.75,90.0,0.9,0.009158,-0.0127913381959274,2.083143028080235,4.957730663232544,0.6251509731231724,39.24232902391289,0.0255740347771035,0.0212239014554045,1.8118661358099248,0.0692849005206805,0.148758,44.324785912404,1.8868868868868869,2.8878878878878878,0.8439833345202956,0.6530612244897959,3.0,0.027823,0.4183539769807889,-0.4973755954077843,0.2792529551903354,0.5603863317079381,0.2888948604473392,0.006893,1.0,1.0,0.3333333333333333,1.0,0.3692309911882259,0.5216707486622075,0.9975662690054514,0.5216738662696078
