fid,dim,cm_angle.angle_mean,cm_angle.angle_sd,cm_angle.costs_runtime,cm_angle.dist_ctr2best_mean,cm_angle.dist_ctr2best_sd,cm_angle.dist_ctr2worst_mean,cm_angle.dist_ctr2worst_sd,cm_angle.y_ratio_best2worst_mean,cm_angle.y_ratio_best2worst_sd,disp.costs_runtime,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_conv.additional_function_eval,ela_conv.conv_prob,ela_conv.costs_runtime,ela_conv.lin_dev_abs,ela_conv.lin_dev_orig,ela_conv.lin_prob,ela_curv.costs_fun_evals:,ela_curv.costs_runtime,ela_curv.grad_norm.lq,ela_curv.grad_norm.max,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.min,ela_curv.grad_norm.nas,ela_curv.grad_norm.sd,ela_curv.grad_norm.uq,ela_curv.grad_scale.lq,ela_curv.grad_scale.max,ela_curv.grad_scale.mean,ela_curv.grad_scale.med,ela_curv.grad_scale.min,ela_curv.grad_scale.nas,ela_curv.grad_scale.sd,ela_curv.grad_scale.uq,ela_curv.hessian_cond.lq,ela_curv.hessian_cond.max,ela_curv.hessian_cond.mean,ela_curv.hessian_cond.med,ela_curv.hessian_cond.min,ela_curv.hessian_cond.nas,ela_curv.hessian_cond.sd,ela_curv.hessian_cond.uq,ela_distr.costs_runtime,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.costs_runtime,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_local.additional_function_eval,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_local.best2mean_contr.orig,ela_local.best2mean_contr.ratio,ela_local.costs_runtime,ela_local.fun_evals.lq,ela_local.fun_evals.max,ela_local.fun_evals.mean,ela_local.fun_evals.median,ela_local.fun_evals.min,ela_local.fun_evals.sd,ela_local.fun_evals.uq,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_meta.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.costs_runtime,ic.eps_max,ic.eps_ratio,ic.eps_s,ic.h_max,ic.m0,nbc.costs_runtime,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.costs_runtime,pca.expl_var.cor_init,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cov_x,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cov_x
13,2,143.9157756770769,29.69146547497848,0.050452,1.4834478084106737,0.3662150721703943,1.6848747347484296,0.2661963606971631,0.3164385881229327,0.1075069517814647,0.002124,-4.447038905174959,-3.5457528584156504,-3.1684156016101936,-1.752451994611746,-4.330564295211469,-4.02953311051642,-3.2967509866349296,-2.0893950425495023,0.1522318837529335,0.3237878284674798,0.3961771262122602,0.6660253159264342,0.1556888482622175,0.2258115823214393,0.3596805202478325,0.5941821653907623,1000.0,0.0,0.167495,644.5385229128522,644.5385229128522,0.0,18200.0,0.260656,2.4017437187199677,298114249403541.25,14131700104435.99,3.1651089268316004,1.8087166717376333,0.0,44042205478938.39,4780055193288.317,2.651196264023365,1139027560945679.5,26949127625048.586,3.2396165537600825,1.0026064209277403,0.0,123759871027350.58,2208792375528.546,2.368935141172706,679489034441589.9,14858480841220.426,3.1606390102596853,1.2647967986069673,0.0,71890771408192.6,4777783452976.665,0.005935,-0.3853865391666962,1.0,0.706550164408691,0.208066,1.6716417910447758,2.8917910447761197,1.5089820359281436,0.0998217468805704,0.2394533571004159,0.1598336304218657,0.0597147950089126,0.0802139037433155,0.1191325014854426,22113.0,0.0444444444444444,0.0119850187265917,0.0111111111111111,0.9979271491165824,0.1288780781783148,0.941986,182.25,366.0,220.23,210.0,96.0,56.34500865205364,252.75,90.0,0.9,0.008589,0.4287919967750661,0.052926323871201,4.20746053222829,0.0145430340005282,0.3305121801678154,0.7172291033844255,0.763669177713635,4.3806785355684985,0.9817372195238068,0.126101,0.0460960448682843,-1.1761761761761762,-0.8558558558558554,0.7850150518463324,0.3775510204081632,0.017305,0.3423467537494398,-0.2873257473608053,0.4956569751522489,0.6866798837808051,0.580482284000018,0.007101,1.0,1.0,0.6666666666666666,1.0,0.5688572271263193,0.533362020290431,0.5319118453951501,0.5333643611089666
13,3,112.27285975066889,39.517677536754576,0.100282,1.707658107852565,0.439286963622529,1.8078154081843905,0.4388978972299232,0.1873363743760153,0.0821379500877494,0.002614,-4.773707362973047,-3.111563349472809,-2.7611281975275115,-1.9880517104844329,-4.588034677173392,-3.3034297523196963,-2.942910004223194,-2.272352362666737,0.2815647918302839,0.5317997333731768,0.5837381287382221,0.7002855115845512,0.3169715325004423,0.5032790869619651,0.558575077855467,0.6591560858688645,1000.0,0.0,0.172598,1120.7074191677332,1120.7074191677332,0.0,54300.0,0.505646,3.696013143601639,5650445857852.458,174430608249.67856,10.182501377447617,1.364164204816885,0.0,716999658725.0416,68658481630.923965,3.638745084833977,5306565721108.671,141089682992.6703,9.97263072410417,1.3456452280473006,0.0,511668642230.7778,62000178885.060585,3.324525242792139,7204358695243.43,196059652016.2917,9.915079547401207,1.3748809795088883,0.0,734090570512.041,111594756549.79018,0.008289,-0.8756524442398264,1.0,0.2088958773692257,0.211915,1.6,2.1666666666666665,1.5,0.1,0.1266666666666666,0.08,0.0666666666666666,0.08,0.06,48847.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.9997621500597124,0.0721223896112881,1.762042,273.0,620.0,324.74666666666667,320.0,208.0,80.34912633568754,380.0,135.0,0.9,0.009011,0.8414932436280258,0.0518082696934049,5.581108900241008,0.0119654753908195,0.4570446695100292,0.8876793357250418,0.9351688019843633,3.404546451926407,0.988650161859428,0.149096,0.0318789129267764,-1.336336336336336,-0.9959959959959956,0.8208196013849538,0.4527027027027027,0.017025,0.2674966238603477,-0.286645913528303,0.6099845309477446,0.7842526326160277,0.7518918288486106,0.007135,0.75,1.0,0.75,1.0,0.4863529357457343,0.3759686291549698,0.375540455456145,0.3759275954204588
13,5,128.0943177138729,34.60457150586653,0.0753669999999999,1.5955529581316192,0.4027510178964616,1.74634507146641,0.3525471289635431,0.251887481249474,0.0948224509346071,0.004372,-4.245659561106588,-2.9641872304241463,-2.69534390586854,-1.764763816811402,-4.042064650074978,-3.2856534555699,-2.942770923358367,-1.8893310907720997,0.5179792952028343,0.662733584777041,0.6933226863691553,0.7992044631654386,0.5427518655792586,0.6272420061931779,0.6671066320752054,0.7871919079371842,1000.0,0.0,0.172139,1487.863062867111,1487.863062867111,0.0,225500.0,1.377322,6.20562613586175,11827984749872.992,312915499419.6385,20.85617204074989,1.646280273485181,0.0,1106975299985.7249,123202337376.07832,6.2855986783632805,38247343378138.31,485646227562.2738,23.295273013355157,1.7384124917304908,0.0,2762974961385.7656,127593722383.75626,6.683750412323688,6749413659537.669,232266616775.94196,21.266533365905968,1.8389120049825989,0.0,782407757698.4598,114424023682.37074,0.100906,-0.2402258777091495,1.0,0.2437342118197492,0.224659,1.1407849829351535,1.3846694796061885,1.34108770826784,0.0999713138267355,0.1882769171925798,0.2039586919104991,0.0800344234079173,0.12401988908013,0.1238286479250334,154737.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.9924151581642228,0.1823775955749483,4.199641,534.0,1200.0,618.048,564.0,426.0,133.76259350687974,676.5,225.0,0.9,0.090256,0.6990534115355134,0.0381297245885909,12.189830222004073,0.0034836024074085,0.461231580232697,0.823428260951366,0.8711729104792219,2.3896958120345304,0.9898125628258214,0.200546,0.021053452427667,-1.5565565565565564,-1.0960960960960962,0.81344208271648,0.4838709677419355,0.023017,0.1829293914439302,-0.4098343003445348,0.665582129864793,0.8663298721548721,0.8129283018350282,0.007433,0.8333333333333334,1.0,0.8333333333333334,1.0,0.3024571789794715,0.2328919769367131,0.2330721210522933,0.2329494127041261
13,10,128.0943177138729,34.60457150586653,0.0753669999999999,1.5955529581316192,0.4027510178964616,1.74634507146641,0.3525471289635431,0.251887481249474,0.0948224509346071,0.011351,-3.932996284461321,-3.281891166296999,-2.391991158930587,-1.5746169049936984,-3.863100015941853,-3.410579774862116,-2.482118658453274,-1.5934307718295084,0.6900406063948932,0.7414458035144251,0.8115304359563333,0.87590376045294,0.6963332158769506,0.7323196466724593,0.8050716154674592,0.8747451538382696,1000.0,0.0,0.174237,2193.9433849802717,2193.9433849802717,0.0,1651000.0,7.685911,15.641772357124555,131746095894737.72,617111321858.4973,47.435371220189154,3.1181581408706585,0.0,6283233829993.989,168875793259.6739,15.11131525353126,205055590112427.1,599575876065.3641,52.57271914340878,3.273173320840516,0.0,9183652019413.672,144461425735.8079,14.22399264880376,50284375743711.4,399900517687.4719,45.19915252807124,2.803914643162376,0.0,2686544715030.5225,162496789088.3332,0.188877,-0.0725399863502778,1.0,0.1835799778542575,0.23699,1.231077539694774,1.3697908087629718,1.4566311523628994,0.096024817834211,0.1999855710266214,0.2099415626578169,0.078000625255513,0.1440492508957987,0.1419931221893562,647822.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.9927515423433476,0.1587782549963566,12.711482,1199.0,2013.0,1294.744,1254.0,1034.0,142.9565835124045,1311.75,450.0,0.9,0.361646,0.5396092976769096,0.0252654541253284,11.779531065137617,0.0018713208450981,0.4662117613714459,0.7840962251220316,0.7697133263395679,3.4862021061627515,0.9933174608206842,0.333545,0.0100693863147602,-1.7567567567567566,-1.2362362362362362,0.8461347853325876,0.570281124497992,0.059745,0.1129819060694626,-0.4785667744428348,0.6672894526416339,0.9273425690002018,0.9352955084008449,0.008364,0.8181818181818182,0.9,0.8181818181818182,0.9,0.1667851576008041,0.1213460381584713,0.121316465207825,0.1213441170441808
14,2,130.51466652531644,29.59596054166041,0.050348,1.578405421399505,0.219782278602371,1.7197843550543332,0.3259851732055467,0.2865054550354603,0.2916575698038907,0.002072,-4.336274862300358,-3.928842937546043,-3.5227279704298606,-2.323970400763755,-4.210045207770408,-4.052706901889912,-3.53783457786026,-2.551233227935607,0.174542268275127,0.2516310663643194,0.3289881482597993,0.5573283843953422,0.1788396429951999,0.2147043554484117,0.3144714995693173,0.505645882953234,1000.0,0.642,0.171181,85.02812451793326,12.650732338473397,0.0,18200.0,0.263958,3.555509740176702,17796.582557076188,1007.0657385796536,3.586407354950535,1.3315674138347746,0.0,3180.3890354646437,210.20001200165848,3.551927430281002,48765.85135050458,869.9545986802013,3.589074313542008,1.332760017325209,0.0,5394.834277983375,244.77109114642172,3.5791668563015806,26663.41760554156,733.8892340370913,3.5965687334498617,1.2744905202542087,0.0,2783.7127421427645,246.17839081315856,0.0072,3.736763677396186,2.0,1.962244657469456,0.198522,1.6716417910447756,2.1658415841584158,2.415841584158416,0.0998217468805704,0.2795603089720737,0.2899584076054664,0.0600118835412953,0.1200237670825906,0.1197266785502079,13377.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,1.0000000252799963,0.0245062781945502,0.598889,101.25,222.0,132.87,123.0,66.0,36.02090302234877,159.75,90.0,0.9,0.008699,0.3272997932730537,0.0407413250092856,3.3832139302336723,0.013094953333304,0.1471593280260975,0.5712030118077018,0.8665460780543612,13.479063200386364,0.982768007407134,0.122994,0.0021004982416539,-1.6766766766766763,-0.4354354354354351,0.6138710968393735,0.3877551020408163,0.015905,0.3061876362303694,-0.2607227361501917,0.5966272577299099,0.7465256186433672,0.7424373018801962,0.007019,1.0,1.0,0.6666666666666666,1.0,0.5216915298711112,0.5350575310139427,0.5352186456115257,0.5350901284848832
14,3,116.32633936233216,32.66633264958501,0.098103,1.7845167970030218,0.3666088468209621,1.8458419553237213,0.3854427100228848,0.1454797624078585,0.1847352238013739,0.002529,-4.741164521756828,-3.5431003487705954,-2.8534918968729395,-1.9318736424663896,-4.458709603491997,-3.669261716545865,-3.1185912133878144,-2.127498169595995,0.2860969350489515,0.4668801887263644,0.5707046577915591,0.7093166971594356,0.328350321579734,0.4461245226478155,0.5305813019687113,0.6788539070578583,1000.0,0.715,0.172106,68.32269238093868,-5.949308445569376,0.0,54300.0,0.504798,4.346145220796616,44183094.2258065,295079.3697873099,4.789552096704659,1.2247069446614876,0.0,3607491.612567309,170.21617558691844,3.385846847941648,479055.4430484711,4054.3166033990738,4.658756806272895,1.247104631092331,0.0,39125.95000543376,133.8591667230956,3.5102973790512606,94689.30221482395,1668.0841164917404,5.106070086751816,1.6252194666852449,0.0,7853.826951009922,147.45176107571518,0.007287,9.877780051697837,3.0,2.951160789163189,0.192356,1.666666666666667,1.9090909090909087,1.8823529411764708,0.1,0.24,0.3,0.06,0.12,0.1666666666666666,27119.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,1.0000000190316978,0.0218165200009079,0.99303,136.0,292.0,179.89333333333337,176.0,88.0,49.82166676002724,216.0,135.0,0.9,0.008994,0.2118733830476074,0.0316241482617806,2.1524889869645256,0.007760067745058,0.1141933461164146,0.6506788046728003,0.6662073005030646,9.76136073960616,0.9642374591607258,0.147975,0.009615746001432,-1.7767767767767764,-0.5755755755755754,0.7406887235734769,0.4527027027027027,0.015213,0.2522482193864143,-0.2777287968559123,0.6213690791746496,0.8111058777265252,0.7924422837474522,0.007154,1.0,1.0,0.75,1.0,0.3702658242369193,0.3817801595296681,0.3814757586404451,0.3818746397901053
14,5,123.42050294382427,31.13114659562271,0.0742255,1.6814611092012632,0.2931955627116666,1.7828131551890274,0.3557139416142157,0.2159926087216594,0.2381963968026322,0.004444,-4.403521476596412,-3.4049804103006105,-2.623136389900932,-1.6401050099256371,-4.636558011959849,-3.5961250319769977,-2.8242399565916285,-1.7153098873336343,0.4993539456551501,0.6135622696499257,0.7022952408638056,0.8140082040311584,0.4776643534262991,0.5916945230577957,0.6818326870923784,0.8067602094563343,1000.0,0.44,0.177712,100.92573580502614,74.46564609625399,0.0,225500.0,1.405594,10.420778162405242,391133868.7295754,2016350.131056469,20.74154209428824,2.015385679136011,0.0,25137659.804325394,445.2117469682975,7.470119210893869,7908433.850353051,46919.47269534492,22.417608039590892,1.9801703182071455,0.0,507894.4660890544,438.1126283486806,7.400875896876417,163337904.92412078,729999.7752979617,23.401049599419743,2.0067341004889747,0.0,10382559.582309913,425.28996379251134,0.102515,5.407327069549467,4.0,2.262313765124997,0.2317,1.238610478359909,1.7019696480464968,1.2741869081926718,0.1039873780837636,0.1921017402945114,0.2120386307133295,0.0799388028303691,0.1400841461082425,0.147877223178428,71061.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,1.0000000940744234,0.0637218829968244,2.056341,234.0,546.0,283.344,264.0,162.0,75.20329651836359,328.5,225.0,0.9,0.146955,0.4268764121806531,0.0273035079593427,11.054722224758123,0.0035809442348447,0.142335359990243,0.7792220662067147,0.6916063808404862,12.19209427381416,0.968535670817028,0.200802,0.0040050007578736,-1.956956956956957,-0.7957957957957954,0.7508241245038076,0.4717741935483871,0.024426,0.1960120836848644,-0.272581103705071,0.6299229820336594,0.859646541602388,0.8662058643351409,0.007427,0.8333333333333334,1.0,0.8333333333333334,1.0,0.2869585092282951,0.2388729531662329,0.2386654737384241,0.2388227908806707
14,10,123.42050294382427,31.13114659562271,0.0742255,1.6814611092012632,0.2931955627116666,1.7828131551890274,0.3557139416142157,0.2159926087216594,0.2381963968026322,0.010337,-3.376518103642839,-2.9948706748251226,-2.148370426936715,-1.2544320700910203,-3.576127730506455,-3.0117873471289123,-2.1748542460552702,-1.262575539486594,0.7340281100247678,0.7638715755017127,0.8306132787583886,0.9010952055991486,0.7191550351156325,0.7634940787117394,0.8288651600373806,0.9006505087489597,1000.0,0.107,0.173509,135.69052779561454,132.35478911315283,0.0,1651000.0,8.023954,20.37076261142448,85678631712.24634,178339969.4581418,76.48012509459187,3.808159968056068,0.0,3834091243.627829,2181.909530630617,22.200271292806264,80209336164.66946,186566807.32413903,67.28493487134128,3.710437168848415,0.0,3811335797.653465,2214.0552918313824,21.79438088819124,4049713859.467269,14072826.411893629,84.73524191387024,4.070038825705825,0.0,223021032.272473,2580.9878649600705,0.198383,7.268603544035171,4.0,2.298787164997198,0.236867,1.166022613424932,1.3669338677354712,1.1188291139240507,0.0919967294327008,0.1640333790250824,0.1720414592501743,0.0740446817208955,0.1200009619315585,0.1620373710410504,375880.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,1.0000002600833091,0.1835941435752046,7.696897,638.0,1276.0,750.86,737.0,429.0,147.35537864370767,847.0,450.0,0.9,0.446993,0.5681447931095425,0.0231363907268806,23.78222931193896,0.0009728436482304,0.146022116570221,0.8354475497176257,0.6268364965061748,36.966580228171495,0.946141625255898,0.326393,0.0045989920905224,-2.037037037037037,-1.1361361361361362,0.7982593076303148,0.5542168674698795,0.058466,0.1153791169408722,-0.350695292078141,0.6740324366763988,0.9239195012865647,0.904604283348921,0.008273,0.8181818181818182,0.9,0.8181818181818182,0.9,0.1588776390462064,0.1204358695829831,0.1204047618006285,0.1204294123334732
15,2,140.8587459003692,32.9671083410347,0.05071,1.4524194945810875,0.5003892047438661,1.7077409249466091,0.2252898561345455,0.2116762998969705,0.278660521837006,0.002025,-3.348071902621351,-3.090919133087982,-2.27058749864856,-1.88700930388765,-3.2029948961243493,-3.2376297322725103,-2.429878086153764,-2.1197950680666864,0.3609092761294381,0.412400963015143,0.5681092653487445,0.6410700600461935,0.3711885124527371,0.3643890065073379,0.5276238298264982,0.5917393198206313,1000.0,0.0,0.169563,279.1650054503085,279.1650054503085,0.0,18200.0,0.270961,1.9264493096089392,137.709257620039,9.39923644190884,2.8277002085170717,1.035284513361402,0.0,24.12791496551131,8.728115548230338,1.5438297271650094,334.77180420158817,11.347608789796988,2.754589876985883,1.0303078325238613,0.0,36.07568701092914,7.417162820235428,1.648747661182819,183.93918267524413,8.854061290323186,2.6778638167702007,1.0409635830837485,0.0,23.438841659661083,6.827833053479619,0.002571,7.005359852439058,3.0,2.684941236588015,0.189309,1.0,1.3103448275862069,1.3311475409836069,0.0998217468805704,0.2097445038621509,0.1206179441473559,0.0998217468805704,0.1292335115864527,0.0906120023767082,4932.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.4943204027234229,0.127315269014905,0.250661,39.0,93.0,48.42,45.0,24.0,21.030194742538427,54.75,90.0,0.9,0.008733,0.4533991058649722,0.0362904189501171,1.251817572404666,0.024934966216887,0.1115402654816587,0.6869184835588255,0.6922102841079962,1.994544887513496,0.9853000726578018,0.12213,0.0065002215995135,-1.956956956956957,-0.4754754754754753,0.7369359816666203,0.4387755102040816,0.019205,0.3415017867909026,-0.1906797525341151,0.4062627878491089,0.6928872474513426,0.6029615397569329,0.007073,1.0,1.0,0.6666666666666666,1.0,0.5728915944513069,0.5401235043445042,0.5393155343279076,0.5401313470018373
15,3,114.63892135094642,34.37466633179686,0.097535,1.6911895880197696,0.4743365328881632,1.831736180518467,0.445201386385492,0.1555717494551128,0.197286599222237,0.002528,-3.198446379553092,-3.378490215946208,-2.8711538406058903,-1.8640357362811857,-3.3747910986069707,-3.2295211592501323,-2.912283854374921,-1.988598912989822,0.5199180624805088,0.4928937564403596,0.5690441748449127,0.7192679248273375,0.4857614766666965,0.517865922027096,0.5652261676927826,0.7003779860999496,1000.0,0.0,0.174424,733.4714931538208,731.5509387585149,0.0,54300.0,0.538398,3.057722186448203,847.1727128736993,29.11385358071598,6.171765799141768,1.1462455992981295,0.0,110.19160687263472,15.536676094951655,3.149126088763276,5575.569771406644,95.34226690161996,5.883893234173566,1.2657854500854109,0.0,640.5831595486743,16.43904996615874,2.995900240633187,693.2924598989842,35.45046040644347,6.304447105359579,1.1174685679429326,0.0,106.85872692172455,18.718820658994765,0.006518,4.5631537422331725,2.0,2.316422072410388,0.236094,1.3333333333333337,1.0,1.0,0.1066666666666666,0.0999999999999999,0.0933333333333333,0.0733333333333333,0.0999999999999999,0.0733333333333333,13551.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.3856904149843376,0.1386772254706592,0.535807,68.0,204.0,89.44,84.0,48.0,31.07614952582174,100.0,135.0,0.9,0.009072,0.6056402707886099,0.0457121102302211,2.4480639261203496,0.015540264275399,0.1360316389804598,0.8401841109781685,0.7025667867175263,5.338541793264007,0.9837653881077368,0.149694,0.0063504251685959,-1.8768768768768769,-0.6956956956956954,0.7521212767620242,0.4932432432432432,0.017228,0.2817714347000901,-0.245028746510431,0.575233749802337,0.7812153455575718,0.7527986952239264,0.007241,0.75,1.0,0.75,1.0,0.4472757469939522,0.3575413292595894,0.3564992083686307,0.3572795164917734
15,5,127.7488336256578,33.67088733641578,0.0741225,1.571804541300429,0.4873628688160146,1.7697385527325382,0.3352456212600188,0.1836240246760417,0.2379735605296215,0.003902,-4.409249789908686,-3.618140807598162,-2.883120592616722,-1.9307180432503064,-4.220888909204072,-3.8597364894979886,-3.1085303014976606,-2.0782622075417425,0.4994531315974241,0.5892614079547684,0.6725002358245797,0.7809508813667096,0.5228657414061983,0.5636908367172979,0.6483754035193409,0.7660554884338526,1000.0,0.0,0.174552,362.2068105483592,362.2068105483592,0.0,225500.0,1.607349,5.6821422246609306,1056.717182199358,42.38997150044592,11.213654257584102,1.7485973234575425,0.0,97.1599245216242,31.62796011963748,6.709109707562089,3201.968966411164,63.63262984429779,12.189396673325962,1.6042007603750474,0.0,290.56009479445754,30.937104494583107,6.153007167813235,1800.7752633916484,53.31954060506729,12.382597792697377,1.610520343143906,0.0,181.5751892013044,26.258381163105508,0.10553,3.7569579800170416,1.0,1.7672990623360323,0.143227,1.6439606741573036,1.6419120785317969,1.429180887372014,0.1000191241155096,0.1839261809141327,0.2402467010900746,0.0639701663798049,0.1120195065978198,0.168100975329891,41637.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.1599479372428368,0.1832414162085686,1.270078,132.0,426.0,165.648,150.0,78.0,52.82632968921592,192.0,225.0,0.9,0.033173,0.4099852858997292,0.0304138350767003,5.110126206984486,0.0050643032996695,0.2066242370477574,0.6115032783932177,0.7284822289527411,3.164647415112219,0.95154025997904,0.198655,0.0115628013120737,-1.5965965965965965,-0.8358358358358354,0.8050592452964983,0.5080645161290323,0.024807,0.2049849061941311,-0.3800910685674894,0.6548334047021522,0.8548631065043221,0.908460746641099,0.007405,0.8333333333333334,1.0,0.8333333333333334,1.0,0.2838616706444613,0.230059999216589,0.229827617705469,0.2300148647608989
15,10,127.7488336256578,33.67088733641578,0.0741225,1.571804541300429,0.4873628688160146,1.7697385527325382,0.3352456212600188,0.1836240246760417,0.2379735605296215,0.010768,-3.944778201114355,-3.125718693753313,-2.6052881694561894,-1.6323514324353514,-3.770624850752137,-3.0066625062240746,-2.5836794442757647,-1.6652482743646218,0.6889362822964401,0.7535839434399916,0.7946120877087145,0.8712816591237921,0.7033633879986947,0.7638191296290071,0.7967529414114451,0.8689039184675029,1000.0,0.0,0.179001,1025.516917533071,1025.516917533071,0.0,1651000.0,10.521425,15.573127985805751,9652.54457196185,140.80190284509462,35.20749409403295,4.461325034314987,0.0,576.8808614791714,103.07289980562832,15.787383457881756,32272.800289304312,322.65931267623057,31.056689788508702,4.13969706468058,0.0,1749.7236500900117,82.56678968983987,12.319821291401889,32852.11178210828,271.0504422041284,30.68194562913708,2.9542105166533585,0.0,1833.6248966414344,81.59154386570887,0.10649,10.490142834407736,4.0,2.6813991409327538,0.236655,1.2621706758304696,1.1942404006677798,1.2768946835744477,0.1039968256258567,0.1720294351056922,0.2040256835726138,0.0780126493999952,0.1540292908159584,0.1540052425269941,210704.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.2314035330639389,0.1952819936655923,4.80589,349.25,1034.0,420.508,396.0,220.0,116.40176535583949,473.0,450.0,0.9,0.401657,0.5096641451497931,0.0169101243286561,22.983103751013797,0.0007316906037696,0.1438503523237366,0.6925336612179156,0.5752398562696905,4.666257448378786,0.8931083058064866,0.320355,0.0048159579101923,-2.037037037037037,-1.1161161161161162,0.8037039407961578,0.5401606425702812,0.058775,0.1133350204453775,-0.3608110783684924,0.6854379138132504,0.9261166218978614,0.9222787244936294,0.008204,0.8181818181818182,0.9,0.8181818181818182,0.9,0.1569012892099754,0.1190863501518568,0.1190557768967718,0.1190886337088579
16,2,112.826355774621,41.50744544886072,0.050703,1.4339238352117956,0.4484568774664874,1.3215250915282182,0.4361451952494688,0.6069214362620874,0.1892541216568251,0.002071,-2.2494726501729203,0.3725340943565216,0.0383728233880136,0.0146056131749938,-2.189352024400068,0.5916821474680543,0.1602122984236134,0.097842117233557,0.571292881283556,1.0708836141220623,1.0072996163174677,1.002778408332917,0.5779145445983521,1.1155969366216196,1.0313006755166267,1.0188890847956904,1000.0,0.362,0.172015,192.8295673372581,42.89449743182272,0.0,18200.0,0.278934,1.4332857404894863,432.11757205816735,13.324994031740063,2.636970543460059,1.0117607014659322,0.0,52.09590713650117,7.332984136144785,1.7866197214389532,1288.9718613503317,45.99057214199252,3.395305412084564,1.0349408840456296,0.0,193.56405730774483,7.541068667939498,1.575447409503214,157.52987094917873,9.20100308694295,3.145820662497255,1.0112232055576014,0.0,22.55072504137185,6.56215064787729,0.002721,0.8994800178609506,1.0,1.0706023455330544,0.191359,1.0,1.0,1.0210526315789472,0.0998217468805704,0.2596553773024361,0.4497920380273321,0.0998217468805704,0.2700534759358288,0.4399881164587046,12312.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,1.0630541141387897,0.2302390804406708,0.574573,90.0,303.0,122.22,114.0,6.0,48.82878249557324,144.0,90.0,0.9,0.008777,-0.0036805988213275,0.0086141169349878,3.7652638468885016,0.0045146085731686,0.2824409531654544,0.007009776231471,-0.0018210421163122,4.778414016496597,0.0606451170764575,0.128615,0.1158948303439811,-0.6156156156156153,0.3053053053053052,0.8530023462910874,0.673469387755102,0.026598,0.4028462281956043,-0.5353582874638877,0.310213324018522,0.5851942889380738,0.2351859500900511,0.007023,1.0,1.0,0.6666666666666666,1.0,0.4195233064117282,0.5471261252579872,0.5460429257439778,0.5471370853595776
